normal_feature,positive_skewed,with_outliers
52.483570765056164,5.402733209186713,30.03900567563372
49.308678494144075,2.5116733827582447,34.36060223147195
53.23844269050346,1.276803915456468,29.20602950028613
57.61514928204013,4.119085798624324,38.160507499768855
48.82923312638332,28.631211226911496,31.87700204329502
48.8293152152541,3.903838028814744,27.42852733075115
57.896064077536955,7.314528057601519,26.787322505816665
53.837173645764544,12.14086976880855,31.447417245729557
47.65262807032524,4.519744989669624,29.329611644022446
52.712800217929825,35.677981382917,32.14200148227628
47.68291153593769,32.82009864541398,31.419712873720634
47.671351232148716,2.9006129499220528,29.78151326202938
51.20981135783017,6.876592784638472,27.459618845794786
40.43359877671101,3.5793046007904676,25.455458325942406
41.375410837434835,3.352496763810817,28.660455143798938
47.188562353795135,0.37584477765522534,32.56919638297042
44.93584439832788,9.404920709825932,30.642281232390612
51.57123666297637,6.985196328296385,26.262783663864035
45.45987962239394,0.5285108738039248,30.519542777553546
42.93848149332354,3.2662592101036934,31.15595213918651
57.32824384460777,23.888609510893403,27.3484276913966
48.87111849756732,2.7386055214207703,30.461175317836584
50.337641023439616,1.5653086098546976,30.174626155338
42.87625906893272,6.722721094736363,26.57108910650813
47.27808637737409,42.4403698261526,31.07336208104485
50.554612948549334,2.7714481355972618,31.682353579104703
44.24503211288849,11.151550102972934,33.24915372952583
51.87849009172836,14.338876262394628,33.16140615610471
46.99680655040598,2.713331723358058,25.866991896128727
48.54153125103362,13.027489284923162,27.18652488025463
46.991466938853016,4.58522799264304,31.54510580162598
59.26139092254469,10.005037477317714,31.541357852736628
49.93251387631033,10.038378271376383,31.545143058918143
44.7114453552205,7.673852499523488,41.558194471964164
54.11272456051594,0.9462915881162095,31.7126715320795
43.89578175014489,18.03644794246297,33.4066969205418
51.04431797502378,3.8681029366739663,32.86200529047961
40.201649380601125,2.0643210660755655,31.954173753917395
43.359069755507846,0.416297597943452,29.054192266078964
50.984306179345616,8.937784045945834,32.276907661479804
53.69233289997705,11.318517342673488,27.681524356387285
50.85684140594985,0.1672694755847062,29.289544179779973
49.4217585880588,7.176305845494884,28.54390935651269
48.494481522053555,2.5682414705495766,30.245622418158966
42.60739004816286,10.36124341547692,36.94397570002052
46.40077895802646,1.9160422253913376,24.398204422224754
47.696806145201066,11.742125275677191,32.05878057112354
55.285611131094576,4.8895870098110175,25.161852386431043
51.718091447842305,27.60343817804307,28.5842044026317
41.18479922318633,1.4794441343927893,33.2668517909021
51.620419846973974,4.171324339951718,30.19284005728639
48.07458859791842,1.2044428503699642,26.76676566621208
46.61538999847021,25.861903971507235,27.854088872220096
53.058381444204336,20.983337071609938,32.038793246804026
55.154997612479754,2.9832737006148893,27.80890010484859
54.65640059558099,10.787627390439145,30.649375768745923
45.80391238388681,16.994840726392212,30.13671551971144
48.45393812074393,8.10132360686508,28.04519895718255
51.65631715701782,7.54279410193946,36.43183226797598
54.877725635611796,2.7687704543790312,31.901757066954033
47.60412881077355,0.9772614047494073,23.924572240027178
49.07170511668092,22.75123225194523,30.559362944308283
44.468325129969855,23.06774427648427,28.014640605694836
44.01896687959665,10.026699194828847,32.55730000438867
54.06262911197099,4.140465098113239,27.622437784701898
56.78120014285412,4.295676158116439,29.655790675599302
49.63994939209833,12.944654297271182,31.51496183694137
55.017664489460124,22.740973491072523,32.59726558251037
51.808180125238174,21.811325693966133,26.39911077883267
46.774401226974376,15.135621919309033,28.996496292477154
51.80697802754207,10.273106935677049,28.575164066517132
57.690182832329846,0.8789172619608405,28.040012302278864
49.82086980445024,1.7629421468341149,35.29636272084329
57.82321827907003,22.882305001775055,31.214945132882868
36.901274479551276,9.324939469655895,26.217348136994865
54.10951252187612,0.09239605610994409,32.75358584116433
50.435235341190854,1.0699690143594933,36.3664685910379
48.50496324767066,10.891623872902409,33.09739578165344
50.458803882677515,0.050744370517970025,25.44189010213796
40.06215542699554,1.7531581610419904,28.547297781401245
48.90164056081244,7.956978461389317,33.80073344755987
51.78556285755873,11.773152866548127,27.876991603143658
57.38947022370758,10.554414821352488,31.331458284438686
47.40864890863176,2.539498673080245,32.32390216028801
45.95753198553406,12.454172888985388,27.21920858526575
47.491214782077314,2.7082375905280593,29.8214239318146
54.57701058851037,3.9363490891808444,20.276197979792784
51.64375554829842,13.723575516657906,26.92683707599713
47.351198981164806,10.48773814302768,29.242295545820518
52.56633716556678,18.91956077463401,26.25665045410545
50.4853877467402,10.718132881697624,34.897233911794906
54.84322495266444,8.400443055872573,25.7095758661181
46.48973453061324,0.9835706144841049,28.67986653990905
48.36168926701116,4.584163072070201,30.392221731858275
48.03945923433921,3.0816014785883117,34.323819867198345
42.68242525933941,2.7970020366242125,100.0
51.48060138532288,36.12309406162926,120.0
51.30527636089945,4.993874970400237,130.0
50.025567283212304,22.26055211248523,150.0
48.82706433312426,9.973343857364831,200.0
